Name,Age,GPA,Credits Completed,Year,Pathway
Mac Fogarty,17,1.46,44,Victory Lap,Criminal Justice
Benedict Jones,18,2.12,18,Freshman,Computer Science
Mac Jones,15,2.82,52,Sophomore,Business
Elijah Manukyan,15,2.54,3,Junior,Culinary
Aiden Willaims,19,2.1,35,Sophomore,Criminal Justice
Joe Johnson,17,3.11,39,Victory Lap,Marketing
Van Manukyan,14,4.07,59,Junior,Marketing
Roman Garcia,19,2.09,31,Victory Lap,Early College
Kyan Foster,14,3.42,1,Senior,Early College
Marge Wilson,19,1.19,32,Freshman,Early Childhood Education
Mac Smith,14,1.68,52,Junior,Construction
Keaton Garcia,14,0.91,32,Senior,Early College
Andrew Willaims,19,3.75,32,Senior,Computer Science
Van Davis,18,1.56,36,Sophomore,Early Childhood Education
Ben Smith,19,2.81,20,Senior,Engineering
Danielle Johnson,19,4.04,29,Sophomore,Marketing
Keaton Miller,16,2.56,40,Freshman,Construction
Andrew Brown,17,4.08,3,Senior,Business
Kyan Davis,19,2.61,4,Sophomore,Marketing
Lucian Manukyan,14,3.39,20,Junior,Business
Katerina Johnson,18,3.65,29,Senior,Business
Katerina Garcia,16,3.75,42,Victory Lap,Computer Science
Eliana Jones,17,3.28,44,Junior,Criminal Justice
Lucian Davis,14,0.55,40,Freshman,Early College
Lucian Manukyan,18,1.33,36,Senior,Marketing
Kaden Davis,18,0.73,35,Freshman,Early College
Emmy Jones,14,0.31,29,Senior,Culinary
Keaton Manukyan,16,3.47,9,Senior,Marketing
Noah Jones,15,2.0,8,Junior,Criminal Justice
Jane Jones,14,1.1,13,Junior,Business
Noah Brown,17,0.97,48,Senior,Culinary
Danielle Fogarty,18,2.0,41,Victory Lap,Engineering
Noah Davis,14,2.52,31,Sophomore,Early Childhood Education
Lisa Anderson,18,2.52,18,Freshman,Engineering
Danielle Wilson,15,3.56,28,Freshman,Culinary
Rachel Garcia,15,2.71,52,Junior,Culinary
Ben Davis,16,2.23,12,Junior,Marketing
Jill Manukyan,15,2.71,41,Sophomore,Criminal Justice
Lisa Smith,16,1.38,14,Senior,Criminal Justice
Lucian Moore,16,1.72,37,Freshman,Computer Science
Marge DeFreitas,16,1.02,52,Freshman,Criminal Justice
Ben DeFreitas,19,1.97,30,Sophomore,Bio Med
Lisa Brown,15,4.04,58,Sophomore,Bio Med
Jill Davis,19,1.82,44,Freshman,Computer Science
Roman Manukyan,19,2.91,36,Victory Lap,Marketing
Noah Johnson,14,2.92,59,Senior,Culinary
Noah Garcia,17,3.42,56,Victory Lap,Business
Eliana Johnson,17,0.63,51,Senior,Construction
Eliana Moore,18,3.22,41,Senior,Marketing
Mac Foster,18,3.0,53,Victory Lap,Computer Science
Keaton Moore,18,3.53,37,Freshman,Early College
Benedict Brown,19,1.67,40,Senior,Early College
Ben Foster,16,3.69,14,Sophomore,Computer Science
Aiden Jones,16,0.69,40,Sophomore,Early College
Kaden Moore,15,4.09,35,Junior,Early Childhood Education
Joe Jones,17,4.22,11,Junior,Engineering
Van Manukyan,18,0.71,21,Freshman,Criminal Justice
Marge Wilson,17,1.1,52,Senior,Construction
Jill Fogarty,15,1.19,57,Victory Lap,Construction
Benedict Johnson,14,1.33,10,Junior,Business
Andrew Garcia,15,3.29,1,Sophomore,Business
Andrew Wilson,14,3.69,50,Junior,Business
Kyan Brown,19,2.12,47,Sophomore,Early Childhood Education
Eliana Foster,15,2.62,46,Victory Lap,Criminal Justice
Andrew Wilson,17,2.5,12,Freshman,Construction
Jane Anderson,14,2.15,13,Sophomore,Early Childhood Education
Mac Foster,17,0.37,30,Sophomore,Bio Med
Emmy Fogarty,16,2.15,29,Victory Lap,Criminal Justice
Emmy Willaims,19,2.93,18,Junior,Business
Danielle Willaims,16,3.66,41,Freshman,Early College
Jill Smith,18,0.31,26,Victory Lap,Bio Med
Lisa Foster,14,0.81,59,Junior,Bio Med
Eliana Wilson,18,4.15,24,Victory Lap,Culinary
Lisa Brown,17,0.45,32,Victory Lap,Construction
Lisa Anderson,18,1.45,20,Sophomore,Bio Med
Kaden Jones,16,2.7,46,Senior,Early Childhood Education
Mac Smith,17,2.56,24,Freshman,Marketing
Emma Fogarty,15,3.54,41,Victory Lap,Computer Science
Katerina Jones,17,0.51,39,Sophomore,Engineering
Joe Jones,16,3.91,14,Sophomore,Business
Keaton Anderson,14,0.79,1,Freshman,Criminal Justice
Ben Wilson,17,3.54,15,Victory Lap,Early College
Jill Brown,15,3.72,44,Sophomore,Marketing
Mac Willaims,17,4.25,28,Victory Lap,Bio Med
Roman Jones,19,0.32,10,Freshman,Computer Science
Benedict Anderson,16,0.93,45,Victory Lap,Marketing
Jane Wilson,15,0.92,36,Sophomore,Criminal Justice
Ben Smith,18,3.53,1,Freshman,Culinary
Mac Johnson,15,3.52,40,Senior,Criminal Justice
Kaden Manukyan,16,2.66,36,Victory Lap,Construction
Katerina Davis,16,1.21,34,Victory Lap,Bio Med
Van Foster,17,1.72,0,Sophomore,Business
Roman Anderson,18,1.19,51,Senior,Computer Science
Roman DeFreitas,19,1.25,60,Senior,Bio Med
Katerina Miller,14,2.84,9,Senior,Construction
Kyan Jones,15,2.94,15,Junior,Computer Science
Van Miller,15,3.89,8,Freshman,Culinary
Kaden Foster,14,3.52,0,Victory Lap,Computer Science
Alexis Smith,15,0.43,27,Freshman,Early Childhood Education
Jill Moore,18,2.54,17,Sophomore,Early College
Kaden Manukyan,17,1.8,55,Freshman,Construction
Keaton Smith,14,1.39,60,Junior,Marketing
Van Wilson,16,2.87,24,Senior,Early College
Van Foster,17,1.03,51,Freshman,Computer Science
Jill Brown,19,4.09,19,Senior,Construction
Jill Moore,18,2.53,42,Freshman,Business
Marge Anderson,19,3.33,10,Sophomore,Marketing
Kaden Davis,19,2.43,9,Sophomore,Business
Rachel Jones,15,2.22,46,Senior,Business
Alexis Fogarty,18,2.08,32,Victory Lap,Computer Science
Ben Wilson,16,2.26,2,Freshman,Culinary
Katerina DeFreitas,16,0.65,1,Junior,Early Childhood Education
Emma Foster,19,1.28,19,Senior,Computer Science
Danielle Anderson,14,3.85,28,Junior,Bio Med
Mac Jones,17,1.39,4,Junior,Engineering
Kyan Fogarty,19,2.17,32,Sophomore,Computer Science
Aiden Manukyan,18,3.38,10,Freshman,Criminal Justice
Jane Wilson,15,1.14,57,Sophomore,Early Childhood Education
Roman Moore,19,3.83,35,Freshman,Computer Science
Keaton Wilson,14,3.83,44,Junior,Marketing
Andrew Davis,14,3.8,28,Senior,Early College
Emma Foster,14,2.52,41,Freshman,Engineering
Andrew Davis,16,0.74,31,Freshman,Early College
Eliana Fogarty,19,3.95,19,Victory Lap,Computer Science
Ben Wilson,17,0.53,2,Senior,Construction
Danielle Fogarty,17,3.85,41,Freshman,Marketing
Emmy Johnson,15,0.68,4,Sophomore,Marketing
Marge Miller,17,1.19,51,Senior,Construction
Emma Manukyan,19,1.89,57,Senior,Marketing
Noah Willaims,17,1.15,11,Sophomore,Computer Science
Marge Fogarty,19,4.19,48,Freshman,Criminal Justice
Roman Wilson,19,2.27,29,Senior,Computer Science
Joe Moore,16,1.34,11,Senior,Criminal Justice
Joe Willaims,16,0.69,49,Sophomore,Early College
Kaden Jones,19,0.33,56,Victory Lap,Computer Science
Keaton Fogarty,14,3.18,28,Junior,Culinary
Lisa Jones,18,0.73,35,Junior,Criminal Justice
Emmy Manukyan,17,2.54,17,Freshman,Bio Med
Joe Willaims,15,2.86,20,Freshman,Business
Jill Davis,19,3.95,47,Victory Lap,Engineering
Roman DeFreitas,17,1.11,16,Victory Lap,Early College
Jill Anderson,18,1.15,1,Junior,Culinary
Aiden Davis,17,0.32,26,Senior,Business
Benedict Fogarty,15,3.28,47,Junior,Marketing
Eliana Manukyan,19,2.27,8,Freshman,Early Childhood Education
Aiden Johnson,14,1.6,53,Freshman,Computer Science
Mac Moore,18,1.45,3,Freshman,Business
Van Smith,19,2.28,48,Sophomore,Construction
Rachel Miller,14,2.19,12,Victory Lap,Construction
Alexis Wilson,17,1.32,43,Sophomore,Criminal Justice
Keaton Brown,15,2.0,55,Victory Lap,Marketing
Elijah Brown,16,1.51,31,Junior,Culinary
Emma Johnson,19,4.06,26,Victory Lap,Culinary
Roman Garcia,14,0.53,55,Junior,Engineering
Alexis Manukyan,19,2.48,38,Senior,Criminal Justice
Marge Johnson,15,0.8,10,Senior,Early College
Lisa DeFreitas,16,3.81,46,Senior,Culinary
Marge Foster,19,4.0,42,Senior,Computer Science
Kaden Brown,16,1.79,11,Victory Lap,Early Childhood Education
Marge Anderson,18,0.55,40,Victory Lap,Construction
Ben Anderson,15,2.67,20,Junior,Engineering
Marge Davis,17,3.93,45,Victory Lap,Computer Science
Elijah Smith,18,1.89,41,Victory Lap,Engineering
Jill Moore,16,2.39,57,Freshman,Construction
Danielle Smith,16,2.99,34,Senior,Marketing
Rachel Foster,18,3.47,56,Freshman,Computer Science
Mac Garcia,17,3.34,37,Freshman,Construction
Van Davis,18,3.74,57,Victory Lap,Computer Science
Jill Johnson,15,1.27,24,Senior,Computer Science
Marge Foster,19,2.32,7,Sophomore,Computer Science
Andrew Fogarty,15,3.86,18,Senior,Criminal Justice
Eliana Foster,19,3.77,53,Victory Lap,Bio Med
Lisa Davis,15,1.83,47,Senior,Bio Med
Jane Miller,15,3.8,49,Victory Lap,Criminal Justice
Van Brown,14,0.48,37,Freshman,Marketing
Andrew Anderson,19,2.89,33,Senior,Culinary
Andrew DeFreitas,17,3.06,41,Victory Lap,Early College
Benedict Fogarty,19,1.63,27,Freshman,Early College
Emma Willaims,15,3.48,7,Victory Lap,Criminal Justice
Noah Jones,18,0.96,53,Senior,Business
Kyan Foster,14,3.63,8,Victory Lap,Early Childhood Education
Roman DeFreitas,18,0.97,33,Senior,Bio Med
Kaden Miller,16,2.32,32,Senior,Business
Jane Johnson,16,3.92,17,Senior,Bio Med
Joe Davis,18,0.96,31,Freshman,Construction
Mac Wilson,18,3.52,34,Sophomore,Engineering
Elijah Davis,15,1.34,52,Victory Lap,Culinary
Andrew Brown,17,2.18,21,Sophomore,Marketing
Kyan Anderson,14,4.3,54,Senior,Engineering
Van Willaims,18,0.67,0,Freshman,Criminal Justice
Andrew Moore,15,3.11,36,Freshman,Construction
Eliana Moore,19,0.8,43,Junior,Marketing
Kyan Fogarty,14,4.18,39,Junior,Criminal Justice
Kaden Anderson,16,2.84,42,Senior,Early Childhood Education
Kaden Foster,16,0.4,19,Freshman,Computer Science
Danielle Wilson,15,1.89,24,Victory Lap,Marketing
Joe Foster,16,2.32,5,Junior,Culinary
Kyan Wilson,16,2.84,20,Freshman,Marketing
Emma Miller,14,0.33,32,Senior,Criminal Justice
Ben Garcia,16,0.78,45,Senior,Construction
Rachel Garcia,16,4.03,51,Freshman,Engineering
Rachel Manukyan,18,2.66,44,Freshman,Engineering
Joe Jones,17,3.71,58,Freshman,Early College
Emma DeFreitas,14,2.29,50,Senior,Marketing
Andrew Jones,16,1.29,28,Senior,Business
Van Smith,16,2.08,58,Freshman,Criminal Justice
Roman Willaims,16,2.5,51,Sophomore,Criminal Justice
Kaden Brown,14,3.1,1,Sophomore,Criminal Justice
Roman Fogarty,15,3.88,51,Sophomore,Early Childhood Education
Aiden Miller,18,2.99,48,Victory Lap,Engineering
Noah Miller,19,1.87,43,Sophomore,Culinary
Marge DeFreitas,14,4.15,50,Senior,Culinary
Aiden Willaims,14,3.44,39,Sophomore,Marketing
Ben Johnson,17,4.09,21,Sophomore,Marketing
Roman Anderson,18,1.79,37,Freshman,Computer Science
Noah Wilson,17,0.71,9,Freshman,Business
Jill DeFreitas,15,0.56,16,Junior,Culinary
Benedict Brown,16,3.71,3,Senior,Culinary
Elijah DeFreitas,14,3.26,36,Sophomore,Early Childhood Education
Emmy Smith,16,3.08,60,Sophomore,Early Childhood Education
Keaton Davis,16,2.38,4,Sophomore,Construction
Ben Smith,18,3.97,46,Junior,Criminal Justice
Marge DeFreitas,19,2.13,10,Victory Lap,Construction
Jane Moore,17,0.94,46,Junior,Criminal Justice
Andrew Brown,14,2.53,35,Victory Lap,Engineering
Roman Garcia,15,3.89,23,Freshman,Early Childhood Education
Andrew Brown,16,0.32,30,Victory Lap,Culinary
Van DeFreitas,18,2.98,60,Freshman,Early College
Mac Johnson,14,2.91,54,Junior,Marketing
Elijah Jones,19,3.8,17,Junior,Engineering
Emmy Garcia,14,2.83,52,Victory Lap,Business
Jane DeFreitas,15,2.66,18,Senior,Construction
Aiden Johnson,17,1.56,34,Victory Lap,Construction
Jane Moore,16,3.79,7,Victory Lap,Construction
Ben Smith,19,1.31,17,Junior,Bio Med
Kyan Smith,14,1.34,44,Freshman,Culinary
Benedict Moore,15,0.5,45,Victory Lap,Marketing
Marge Garcia,19,1.27,14,Victory Lap,Early Childhood Education
Andrew Fogarty,19,0.67,43,Freshman,Business
Mac Manukyan,16,3.39,25,Junior,Culinary
Keaton Manukyan,17,0.84,21,Victory Lap,Criminal Justice
Roman Johnson,17,0.85,33,Junior,Early Childhood Education
Mac Anderson,15,1.03,56,Sophomore,Construction
Eliana Anderson,19,0.3,19,Freshman,Bio Med
Van Moore,15,3.38,15,Junior,Bio Med
Noah Smith,15,3.25,24,Junior,Engineering
Katerina Fogarty,17,2.77,21,Freshman,Engineering
Keaton Fogarty,15,2.42,42,Senior,Engineering
Emma Smith,18,2.73,46,Senior,Early College
Alexis Smith,19,2.83,39,Freshman,Culinary
Rachel Foster,17,1.74,20,Junior,Criminal Justice
Rachel Jones,17,0.94,15,Victory Lap,Criminal Justice
Jill Garcia,15,2.12,32,Freshman,Engineering
Kyan Moore,15,2.35,31,Sophomore,Construction
Lucian Manukyan,19,1.09,37,Victory Lap,Computer Science
Jane Jones,19,2.41,38,Junior,Culinary
Joe Wilson,14,3.47,3,Senior,Marketing
Lucian Wilson,19,4.27,10,Sophomore,Culinary
Andrew Willaims,17,1.56,46,Senior,Business
Lisa Moore,15,3.2,8,Victory Lap,Early College
Ben Fogarty,14,0.39,48,Junior,Culinary
Lisa Smith,15,2.19,29,Freshman,Computer Science
Ben Fogarty,16,3.12,17,Sophomore,Culinary
Kaden Davis,18,3.57,42,Senior,Computer Science
Mac Garcia,14,2.58,55,Victory Lap,Criminal Justice
Kaden Willaims,15,1.55,47,Junior,Construction
Eliana Smith,18,3.84,50,Senior,Bio Med
Emmy Anderson,16,1.56,52,Sophomore,Early College
Rachel DeFreitas,16,2.17,43,Victory Lap,Criminal Justice
Eliana Moore,16,4.14,50,Freshman,Early Childhood Education
Aiden Anderson,17,3.04,16,Victory Lap,Bio Med
Roman Davis,17,3.3,3,Sophomore,Construction
Andrew Johnson,15,1.5,14,Junior,Construction
Ben Wilson,19,0.55,9,Sophomore,Engineering
Emma Anderson,17,2.33,2,Freshman,Early College
Kyan Moore,16,4.17,28,Junior,Culinary
Ben Moore,14,0.83,42,Junior,Marketing
Emma Garcia,18,3.1,24,Sophomore,Early College
Danielle Willaims,15,2.38,57,Senior,Culinary
Jane Davis,15,0.86,5,Senior,Early Childhood Education
Rachel Jones,17,1.31,7,Sophomore,Engineering
Rachel Garcia,17,3.18,45,Senior,Criminal Justice
Andrew Manukyan,18,3.61,27,Victory Lap,Construction
Benedict Wilson,14,0.8,14,Freshman,Culinary
Aiden Johnson,16,3.86,47,Victory Lap,Marketing
Katerina Smith,16,3.89,44,Victory Lap,Construction
Kyan Willaims,16,2.11,13,Senior,Culinary
Kaden Davis,17,0.72,11,Junior,Construction
Lucian Jones,16,3.19,42,Senior,Business
Elijah Jones,16,0.97,36,Victory Lap,Engineering
Keaton Miller,16,0.35,15,Junior,Bio Med
Jane Johnson,15,2.46,13,Victory Lap,Construction
Emma Anderson,16,3.15,55,Junior,Criminal Justice
Danielle Willaims,15,3.13,7,Sophomore,Marketing
Emmy Jones,19,3.33,34,Sophomore,Early College
Emma Willaims,18,1.42,12,Victory Lap,Business
Ben Miller,19,3.09,35,Sophomore,Marketing
Emmy Fogarty,17,1.14,45,Sophomore,Bio Med
Emmy Brown,19,1.43,0,Senior,Business
Kyan Manukyan,15,3.12,56,Senior,Engineering
Danielle Miller,16,0.48,12,Sophomore,Early College
Lisa Garcia,15,3.09,14,Senior,Business
Eliana DeFreitas,17,0.49,29,Freshman,Bio Med
Emmy Jones,19,0.97,6,Freshman,Business
Eliana Smith,14,1.37,58,Senior,Computer Science
Katerina Miller,18,0.89,24,Victory Lap,Criminal Justice
Katerina Manukyan,16,3.7,60,Sophomore,Business
Aiden Fogarty,16,2.56,39,Victory Lap,Criminal Justice
Rachel Wilson,15,1.85,21,Sophomore,Bio Med
Roman Manukyan,15,1.49,14,Senior,Marketing
Mac Foster,18,3.45,48,Victory Lap,Marketing
Mac Foster,19,1.06,51,Senior,Criminal Justice
Lisa Smith,19,1.09,37,Senior,Computer Science
Jill Smith,19,2.06,7,Freshman,Culinary
Ben Davis,16,2.28,55,Senior,Bio Med
Mac Jones,14,1.31,60,Junior,Computer Science
Noah Johnson,15,2.38,1,Senior,Early Childhood Education
Katerina Manukyan,19,2.18,28,Victory Lap,Early College
Joe Davis,14,0.4,29,Senior,Culinary
Eliana Wilson,17,2.81,4,Freshman,Bio Med
Jane Brown,15,3.63,59,Victory Lap,Bio Med
Danielle Johnson,15,1.24,23,Victory Lap,Early College
Marge Brown,14,4.0,59,Sophomore,Construction
Benedict Anderson,15,0.7,20,Victory Lap,Early College
Marge Jones,16,4.12,2,Junior,Marketing
Aiden Manukyan,18,3.09,2,Senior,Construction
Katerina Wilson,14,1.05,12,Victory Lap,Marketing
Van Garcia,15,4.09,32,Sophomore,Marketing
Rachel Moore,14,2.21,33,Sophomore,Computer Science
Roman Foster,15,1.55,35,Senior,Business
Emma Anderson,14,3.64,47,Freshman,Early Childhood Education
Emmy Foster,17,2.79,1,Junior,Criminal Justice
Kyan Anderson,14,3.13,0,Freshman,Computer Science
Eliana Fogarty,17,1.5,44,Junior,Culinary
Kyan Brown,15,3.21,53,Sophomore,Engineering
Roman Manukyan,15,1.88,54,Victory Lap,Computer Science
Lucian Miller,15,1.1,29,Junior,Engineering
Mac Miller,15,0.4,52,Senior,Business
Keaton Garcia,16,0.96,45,Sophomore,Early Childhood Education
Mac Fogarty,19,2.05,22,Freshman,Construction
Emmy Miller,17,1.87,43,Sophomore,Marketing
Aiden Moore,19,3.01,8,Junior,Engineering
Eliana Johnson,17,3.69,56,Senior,Early Childhood Education
Joe Jones,15,2.62,34,Freshman,Early College
Mac Brown,15,4.07,25,Junior,Criminal Justice
Lucian Garcia,19,2.63,20,Freshman,Early College
Van Fogarty,17,2.81,2,Sophomore,Marketing
Roman Brown,17,3.57,19,Victory Lap,Bio Med
Mac Wilson,17,0.61,1,Freshman,Computer Science
Roman DeFreitas,16,0.51,58,Senior,Construction
Joe Davis,14,4.23,50,Freshman,Marketing
Ben DeFreitas,16,0.97,33,Freshman,Business
Aiden Wilson,14,1.1,55,Victory Lap,Engineering
Kyan Manukyan,14,3.32,46,Junior,Engineering
Van Garcia,15,0.93,58,Sophomore,Criminal Justice
Ben Fogarty,17,2.82,37,Sophomore,Marketing
Kaden Smith,18,0.74,48,Junior,Business
Danielle DeFreitas,17,3.84,60,Victory Lap,Bio Med
Jane Brown,15,1.02,16,Victory Lap,Early College
Lucian Garcia,17,4.28,22,Sophomore,Early College
Jane Foster,18,0.38,56,Junior,Early College
Alexis DeFreitas,19,2.06,5,Junior,Bio Med
Van Manukyan,16,3.81,14,Freshman,Culinary
Roman DeFreitas,18,1.97,3,Freshman,Business
Marge DeFreitas,18,0.78,34,Freshman,Marketing
Mac Johnson,19,0.36,18,Sophomore,Construction
Danielle Anderson,19,2.97,42,Sophomore,Criminal Justice
Ben Miller,16,0.49,20,Senior,Culinary
Aiden Manukyan,15,2.13,6,Senior,Engineering
Mac Johnson,17,1.37,17,Junior,Business
Alexis Johnson,15,1.64,47,Freshman,Criminal Justice
Marge Miller,17,1.98,33,Junior,Construction
Roman Willaims,17,2.8,13,Sophomore,Criminal Justice
Rachel Garcia,14,3.98,7,Sophomore,Early Childhood Education
Andrew Foster,16,3.77,52,Junior,Bio Med
Jane Johnson,16,2.21,11,Senior,Culinary
Benedict DeFreitas,17,1.4,55,Junior,Marketing
Ben Johnson,17,3.27,32,Senior,Criminal Justice
Mac Garcia,14,2.57,10,Freshman,Construction
Jane Fogarty,17,2.77,60,Freshman,Criminal Justice
Eliana Moore,16,2.25,59,Sophomore,Engineering
Kaden Fogarty,17,4.05,10,Freshman,Business
Jill Moore,18,0.82,4,Victory Lap,Early College
Eliana Moore,19,0.32,52,Victory Lap,Construction
Benedict Anderson,14,1.07,35,Freshman,Marketing
Emmy Willaims,19,3.08,60,Freshman,Marketing
Lisa Manukyan,15,4.05,29,Sophomore,Early College
Van Fogarty,14,2.58,9,Junior,Criminal Justice
Keaton Wilson,19,3.33,29,Senior,Business
Rachel Foster,14,1.68,30,Senior,Bio Med
Emma Jones,19,2.99,55,Sophomore,Early Childhood Education
Andrew Manukyan,19,0.43,1,Victory Lap,Marketing
Andrew Johnson,17,3.67,59,Junior,Bio Med
Alexis Foster,16,3.92,35,Junior,Early Childhood Education
Jill Anderson,19,4.18,42,Victory Lap,Computer Science
Benedict DeFreitas,17,1.94,49,Junior,Early College
Roman Johnson,19,2.12,10,Victory Lap,Marketing
Mac Wilson,15,4.05,44,Sophomore,Culinary
Jane Manukyan,17,2.21,40,Junior,Culinary
Aiden Manukyan,15,4.12,8,Freshman,Culinary
Alexis Garcia,15,2.72,13,Senior,Criminal Justice
Emmy Anderson,14,3.83,60,Freshman,Engineering
Mac Garcia,15,0.59,45,Senior,Criminal Justice
Roman Foster,16,1.94,49,Senior,Culinary
Elijah Johnson,15,2.45,34,Junior,Criminal Justice
Lucian Foster,14,4.26,30,Victory Lap,Construction
Keaton Smith,15,1.09,41,Junior,Bio Med
Emmy Smith,18,2.92,39,Senior,Business
Mac Garcia,14,2.02,39,Freshman,Criminal Justice
Alexis Fogarty,15,1.78,10,Victory Lap,Bio Med
Emma Jones,16,0.78,52,Senior,Construction
Marge Davis,18,0.44,39,Sophomore,Construction
Roman Brown,18,1.29,38,Freshman,Engineering
Emma Willaims,14,1.56,11,Victory Lap,Culinary
Rachel Johnson,16,2.81,6,Victory Lap,Construction
Lucian Manukyan,19,3.33,51,Sophomore,Culinary
Eliana Smith,14,2.32,17,Senior,Business
Katerina Anderson,16,3.64,43,Sophomore,Computer Science
Van Miller,16,2.27,5,Victory Lap,Culinary
Alexis Smith,15,1.41,4,Junior,Computer Science
Andrew Manukyan,15,3.74,38,Junior,Business
Rachel Jones,16,4.21,5,Freshman,Construction
Rachel DeFreitas,15,3.35,50,Junior,Bio Med
Emma Smith,17,0.51,21,Senior,Culinary
Van Manukyan,14,0.65,15,Sophomore,Computer Science
Katerina Davis,14,1.04,16,Victory Lap,Culinary
Benedict Manukyan,18,3.51,60,Sophomore,Engineering
Rachel Anderson,16,3.39,45,Senior,Business
Joe Manukyan,16,3.48,37,Junior,Engineering
Mac Foster,16,3.5,29,Victory Lap,Computer Science
Noah Willaims,17,1.47,44,Senior,Marketing
Jane Miller,19,1.89,55,Junior,Bio Med
Ben Davis,17,2.29,50,Junior,Marketing
Kyan Willaims,14,0.87,58,Sophomore,Early Childhood Education
Roman DeFreitas,14,1.58,33,Victory Lap,Business
Eliana Miller,15,3.91,44,Freshman,Early Childhood Education
Emma Miller,17,1.18,7,Victory Lap,Marketing
Katerina Fogarty,16,3.23,42,Freshman,Early College
Keaton Willaims,18,3.68,22,Freshman,Early Childhood Education
Benedict Johnson,17,2.14,39,Senior,Bio Med
Mac Anderson,17,3.03,0,Freshman,Bio Med
Kyan Willaims,19,3.59,14,Victory Lap,Early College
Emmy Anderson,14,4.23,3,Freshman,Early College
Eliana Brown,15,2.61,60,Victory Lap,Early Childhood Education
Jill Garcia,16,1.9,20,Junior,Computer Science
Andrew DeFreitas,17,0.37,59,Freshman,Construction
Andrew Willaims,18,3.86,38,Sophomore,Early College
Keaton Miller,14,1.97,42,Junior,Criminal Justice
Danielle Davis,14,1.86,42,Sophomore,Computer Science
Emmy Davis,18,1.45,34,Sophomore,Engineering
Andrew Garcia,16,2.28,16,Sophomore,Computer Science
Lisa Anderson,17,2.05,34,Freshman,Computer Science
Jane Willaims,19,3.72,20,Junior,Culinary
Katerina Wilson,19,4.19,47,Victory Lap,Bio Med
Mac Willaims,14,0.31,38,Senior,Computer Science
Emmy Moore,15,3.49,39,Senior,Engineering
Roman Moore,17,1.48,4,Victory Lap,Culinary
Jane Brown,15,1.94,31,Junior,Marketing
Ben Miller,15,3.19,4,Sophomore,Culinary
Kaden Brown,14,1.28,9,Sophomore,Engineering
Noah Fogarty,16,0.91,59,Victory Lap,Computer Science
Aiden DeFreitas,15,3.58,9,Freshman,Business
Jane Anderson,14,0.55,40,Senior,Computer Science
Benedict Jones,17,2.6,49,Junior,Business
Noah Willaims,17,3.11,0,Victory Lap,Marketing
Emmy DeFreitas,16,3.75,58,Senior,Engineering
Mac Wilson,14,1.84,27,Sophomore,Early College
Jill Garcia,17,3.8,8,Senior,Early College
Alexis Moore,15,3.31,11,Senior,Construction
Alexis Foster,19,2.11,60,Junior,Engineering
Jane Manukyan,19,3.94,3,Freshman,Culinary
Kyan Moore,19,1.25,26,Junior,Business
Jane Anderson,18,1.52,60,Senior,Marketing
Elijah Wilson,16,0.43,29,Senior,Engineering
Danielle Moore,15,1.65,36,Victory Lap,Construction
Kyan Jones,17,3.34,38,Freshman,Construction
Noah Moore,16,3.69,3,Sophomore,Early Childhood Education
Roman Garcia,16,1.36,2,Freshman,Computer Science
Emma Foster,19,4.09,41,Freshman,Early Childhood Education
Roman Garcia,16,1.14,45,Junior,Construction
Emma Wilson,19,2.06,36,Victory Lap,Business
Ben Fogarty,14,1.93,33,Sophomore,Business
Elijah Davis,15,0.9,31,Freshman,Early Childhood Education
Eliana Foster,15,3.08,32,Sophomore,Criminal Justice
Jill DeFreitas,14,2.61,1,Junior,Computer Science
Roman Jones,17,2.47,46,Junior,Computer Science
Mac DeFreitas,16,1.84,44,Victory Lap,Criminal Justice
Lisa Fogarty,15,0.87,36,Senior,Culinary
Joe Smith,19,4.04,7,Junior,Engineering
Jane Miller,15,3.1,37,Sophomore,Construction
Lisa Davis,15,1.81,57,Sophomore,Construction
Elijah Moore,15,0.88,40,Junior,Early Childhood Education
Jill Brown,15,0.72,7,Junior,Criminal Justice
Emmy Wilson,15,0.66,58,Freshman,Culinary
Danielle Jones,14,1.3,22,Freshman,Early College
Joe Wilson,14,2.4,56,Freshman,Construction
Elijah Brown,16,3.28,19,Sophomore,Marketing
Jane Garcia,14,4.08,21,Sophomore,Early Childhood Education
Danielle Moore,17,1.46,9,Senior,Engineering
Aiden Willaims,18,2.59,40,Freshman,Culinary
Eliana Anderson,16,1.37,24,Junior,Construction
Rachel Brown,19,2.89,59,Senior,Early College
Jill Johnson,15,2.81,46,Sophomore,Early Childhood Education
Andrew Anderson,15,3.21,8,Sophomore,Bio Med
Kaden Brown,19,1.84,34,Sophomore,Culinary
Ben Willaims,18,1.18,44,Freshman,Computer Science
Danielle Willaims,18,0.38,28,Victory Lap,Construction
Lucian Anderson,17,2.6,41,Junior,Engineering
Elijah Smith,15,3.33,47,Senior,Computer Science
Joe Miller,16,3.21,9,Freshman,Culinary
Emmy Fogarty,14,3.15,18,Junior,Culinary
Katerina Jones,19,1.14,30,Junior,Culinary
Keaton Jones,14,1.54,30,Freshman,Business
Katerina Davis,14,3.0,14,Junior,Computer Science
Van Miller,19,3.54,47,Senior,Early Childhood Education
Katerina Miller,18,4.12,12,Senior,Bio Med
Lisa Anderson,16,0.95,4,Victory Lap,Business
Rachel Foster,15,2.13,53,Senior,Bio Med
